"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","CRI","Costa Rica","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.75,,
"ALL","All regions","CRI","Costa Rica","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",35.1,,
"AME","Americas","CUB","Cuba","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"AME","Americas","CUB","Cuba","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0,,
"AME","Americas","CUB","Cuba","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","CUB","Cuba","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",48.9,,
"ALL","All regions","CUB","Cuba","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CUB","Cuba","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","CUB","Cuba","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","CUB","Cuba","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",48.9,,
"AME","Americas","DMA","Dominica","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","DMA","Dominica","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","DMA","Dominica","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","DMA","Dominica","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",25,,
"ALL","All regions","DMA","Dominica","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","DMA","Dominica","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","DMA","Dominica","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","DMA","Dominica","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",25,,
"AME","Americas","DOM","Dominican Republic","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"AME","Americas","DOM","Dominican Republic","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",20.4,,
"AME","Americas","DOM","Dominican Republic","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","DOM","Dominican Republic","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","DOM","Dominican Republic","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",26.8,,
"ALL","All regions","DOM","Dominican Republic","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","DOM","Dominican Republic","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",20.4,,
"ALL","All regions","DOM","Dominican Republic","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","DOM","Dominican Republic","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","DOM","Dominican Republic","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",26.8,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",59.6,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.5,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","ECU","Ecuador","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",38,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",59.6,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","ECU","Ecuador","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",38,,
"AFR","Africa","GNQ","Equatorial Guinea","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",56.9,,
"AFR","Africa","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GNQ","Equatorial Guinea","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GNQ","Equatorial Guinea","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",20,,
"ALL","All regions","GNQ","Equatorial Guinea","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",56.9,,
"ALL","All regions","GNQ","Equatorial Guinea","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GNQ","Equatorial Guinea","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GNQ","Equatorial Guinea","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",20,,
"ASI","Asia","FJI","Fiji","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"ASI","Asia","FJI","Fiji","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"ASI","Asia","FJI","Fiji","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ASI","Asia","FJI","Fiji","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","FJI","Fiji","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",16,,
"ALL","All regions","FJI","Fiji","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","FJI","Fiji","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",64.1,,
"ALL","All regions","FJI","Fiji","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","FJI","Fiji","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","FJI","Fiji","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",16,,
"AFR","Africa","GAB","Gabon","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GAB","Gabon","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",48.6,,
"AFR","Africa","GAB","Gabon","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",1,,
"AFR","Africa","GAB","Gabon","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",1,,
"AFR","Africa","GAB","Gabon","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",17.1,,
"ALL","All regions","GAB","Gabon","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GAB","Gabon","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",48.6,,
"ALL","All regions","GAB","Gabon","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",1,,
"ALL","All regions","GAB","Gabon","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",1,,
"ALL","All regions","GAB","Gabon","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",17.1,,
"AME","Americas","GRD","Grenada","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.75,,
"AME","Americas","GRD","Grenada","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","GRD","Grenada","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","GRD","Grenada","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",33.3,,
"ALL","All regions","GRD","Grenada","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GRD","Grenada","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GRD","Grenada","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GRD","Grenada","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",33.3,,
"AME","Americas","GTM","Guatemala","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","GTM","Guatemala","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",18,,
"AME","Americas","GTM","Guatemala","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","GTM","Guatemala","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","GTM","Guatemala","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",12.7,,
"ALL","All regions","GTM","Guatemala","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","GTM","Guatemala","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",18,,
"ALL","All regions","GTM","Guatemala","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GTM","Guatemala","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GTM","Guatemala","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",12.7,,
"AME","Americas","GUY","Guyana","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","GUY","Guyana","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0,,
"AME","Americas","GUY","Guyana","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","GUY","Guyana","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",31.9,,
"ALL","All regions","GUY","Guyana","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","GUY","Guyana","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","GUY","Guyana","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GUY","Guyana","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",31.9,,
"ASI","Asia","IRN","Iran","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","IRN","Iran","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",66,,
"ASI","Asia","IRN","Iran","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRN","Iran","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","IRN","Iran","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",5.9,,
"ALL","All regions","IRN","Iran","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","IRN","Iran","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",66,,
"ALL","All regions","IRN","Iran","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRN","Iran","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","IRN","Iran","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",5.9,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",69.5,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",21.2,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","IRQ","Iraq","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",25.3,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",69.5,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",21.2,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","IRQ","Iraq","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",25.3,,
"AME","Americas","JAM","Jamaica","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"AME","Americas","JAM","Jamaica","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",19.7,,
"AME","Americas","JAM","Jamaica","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","JAM","Jamaica","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","JAM","Jamaica","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",17.5,,
"ALL","All regions","JAM","Jamaica","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","JAM","Jamaica","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",19.7,,
"ALL","All regions","JAM","Jamaica","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JAM","Jamaica","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","JAM","Jamaica","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",17.5,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",88.9,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",23.6,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","JOR","Jordan","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",15.4,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",88.9,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",23.6,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","JOR","Jordan","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",15.4,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",37.6,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","KAZ","Kazakhstan","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",27.1,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",37.6,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",16.5,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","KAZ","Kazakhstan","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",27.1,,
"ASI","Asia","LBN","Lebanon","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",69.3,,
"ASI","Asia","LBN","Lebanon","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","LBN","Lebanon","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",10.4,,
"ASI","Asia","LBN","Lebanon","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","LBN","Lebanon","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","LBN","Lebanon","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",3.1,,
"ALL","All regions","LBN","Lebanon","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",69.3,,
"ALL","All regions","LBN","Lebanon","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","LBN","Lebanon","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",10.4,,
"ALL","All regions","LBN","Lebanon","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBN","Lebanon","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","LBN","Lebanon","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",3.1,,
"AFR","Africa","LBY","Libya","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",64.5,,
"AFR","Africa","LBY","Libya","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"AFR","Africa","LBY","Libya","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AFR","Africa","LBY","Libya","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AFR","Africa","LBY","Libya","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",16,,
"ALL","All regions","LBY","Libya","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",64.5,,
"ALL","All regions","LBY","Libya","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","LBY","Libya","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBY","Libya","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","LBY","Libya","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",16,,
"EUR","Europe","MKD","North Macedonia","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","MKD","North Macedonia","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",27.7,,
"EUR","Europe","MKD","North Macedonia","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","MKD","North Macedonia","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","MKD","North Macedonia","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",37.5,,
"ALL","All regions","MKD","North Macedonia","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","MKD","North Macedonia","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",27.7,,
"ALL","All regions","MKD","North Macedonia","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","MKD","North Macedonia","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","MKD","North Macedonia","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",37.5,,
"ASI","Asia","MYS","Malaysia","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",20.9,,
"ASI","Asia","MYS","Malaysia","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","MYS","Malaysia","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","MYS","Malaysia","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","MYS","Malaysia","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",10.4,,
"ALL","All regions","MYS","Malaysia","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",20.9,,
"ALL","All regions","MYS","Malaysia","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","MYS","Malaysia","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MYS","Malaysia","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","MYS","Malaysia","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",10.4,,
"ASI","Asia","MDV","Maldives","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","MDV","Maldives","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",19.5,,
"ASI","Asia","MDV","Maldives","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.5,,
"ASI","Asia","MDV","Maldives","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","MDV","Maldives","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",5.9,,
"ALL","All regions","MDV","Maldives","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","MDV","Maldives","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",19.5,,
"ALL","All regions","MDV","Maldives","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.5,,
"ALL","All regions","MDV","Maldives","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","MDV","Maldives","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",5.9,,
"AFR","Africa","MUS","Mauritius","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MUS","Mauritius","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.25,,
"AFR","Africa","MUS","Mauritius","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AFR","Africa","MUS","Mauritius","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",11.6,,
"ALL","All regions","MUS","Mauritius","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MUS","Mauritius","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","MUS","Mauritius","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","MUS","Mauritius","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",11.6,,
"AFR","Africa","NAM","Namibia","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"AFR","Africa","NAM","Namibia","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",25,,
"AFR","Africa","NAM","Namibia","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.25,,
"AFR","Africa","NAM","Namibia","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AFR","Africa","NAM","Namibia","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",41.3,,
"ALL","All regions","NAM","Namibia","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NAM","Namibia","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ALL","All regions","NAM","Namibia","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NAM","Namibia","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NAM","Namibia","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",41.3,,
"AME","Americas","PRY","Paraguay","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.5,,
"AME","Americas","PRY","Paraguay","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",17.9,,
"AME","Americas","PRY","Paraguay","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","PRY","Paraguay","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","PRY","Paraguay","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",13.8,,
"ALL","All regions","PRY","Paraguay","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.5,,
"ALL","All regions","PRY","Paraguay","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",17.9,,
"ALL","All regions","PRY","Paraguay","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PRY","Paraguay","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","PRY","Paraguay","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",13.8,,
"AME","Americas","PER","Peru","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",36.3,,
"AME","Americas","PER","Peru","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.75,,
"AME","Americas","PER","Peru","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",33.2,,
"AME","Americas","PER","Peru","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","PER","Peru","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","PER","Peru","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",27.7,,
"ALL","All regions","PER","Peru","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",36.3,,
"ALL","All regions","PER","Peru","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PER","Peru","UMI","Upper middle income","RPI_VAW_PRACT","Practice","2019","2019",33.2,,
"ALL","All regions","PER","Peru","UMI","Upper middle income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PER","Peru","UMI","Upper middle income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","PER","Peru","UMI","Upper middle income","RCL_PV_PRACT","Practice","2019","2019",27.7,,
"EUR","Europe","ROU","Romania","UMI","Upper middle income","DF_HR_ATT","Attitudes","2019","2019",33.5,,
"EUR","Europe","ROU","Romania","UMI","Upper middle income","DF_DV_LAW","Law","2019","2019",0.25,,
